x0,x1,x2,y,x3,x4,x5,x6,x7
A0,A40,A1,70,1,0.02,1,0,222.28571428571428
A2,A3,A0,360,5,0.84,1,3,425.57142857142856
A2,A10,A0,325,5,,1,298,
A3,A99,A1,75,5,0.67,1,300,423.7142857142857
A1,A9,A0,89,10,0.18,1,222,416.0
A1,A73,A1,101,1,,1,0,
A1,A9,A1,80,2,3.1,1,53,431.14285714285717
A2,A23,A1,54,7,0.58,47,359,427.85714285714283
A2,A8,A0,295,5,1.0,1,141,428.85714285714283
A0,A40,A0,120,5,0.07,1,0,372.14285714285717
A0,A5,A1,250,2,,1,365,
A0,A5,A0,150,1,0.3,1,0,411.85714285714283
A2,A23,A1,80,3,0.03,1,0,302.57142857142856
A2,A23,A0,650,3,3.0,1,232,430.2857142857143
A0,A6,A1,59,20,0.82,4,361,422.7142857142857
A2,A13,A0,150,3,0.11,1,0,287.85714285714283
A2,A19,A1,169,7,0.57,13,358,424.57142857142856
A1,A34,A1,85,2,2.95,2,306,431.85714285714283
A0,A0,A0,94,3,1.32,1,31,428.85714285714283
A2,A33,A1,150,2,2.54,3,334,427.85714285714283
A0,A6,A1,84,3,,1,28,
A0,A12,A1,120,2,2.2,2,162,429.0
A0,A5,A0,60,4,0.13,1,0,399.85714285714283
A2,A19,A0,110,15,0.8,1,0,424.2857142857143
A0,A6,A1,41,1,1.88,7,0,375.7142857142857
A2,A23,A0,898,2,3.13,1,294,429.57142857142856
A0,A12,A1,30,3,0.03,1,0,298.57142857142856
A2,A10,A1,150,2,7.69,1,120,431.7142857142857
A0,A0,A0,165,1,1.36,2,287,418.85714285714283
A0,A6,A0,155,2,2.86,3,250,430.85714285714283
A2,A17,A0,180,30,,1,264,
A0,A5,A1,99,2,0.53,2,179,397.0
A0,A38,A0,165,3,2.54,1,170,429.57142857142856
A0,A40,A0,250,7,0.21,1,18,426.0
A2,A17,A0,165,1,0.76,3,215,430.0
A0,A0,A0,175,5,1.72,1,0,419.85714285714283
A0,A6,A1,50,1,0.92,1,179,425.85714285714283
A2,A74,A0,175,7,0.8,1,188,429.14285714285717
A4,A70,A1,105,1,0.39,1,89,424.85714285714283
A0,A22,A1,98,1,0.89,3,25,427.85714285714283
A0,A0,A0,200,2,0.04,1,0,335.0
A1,A100,A1,120,1,0.29,1,322,392.85714285714283
A2,A45,A0,117,30,0.09,29,298,353.42857142857144
A2,A10,A0,900,3,,1,358,
A0,A46,A1,120,3,0.29,1,365,405.2857142857143
A0,A0,A0,170,1,3.05,1,28,429.7142857142857
A2,A33,A0,110,3,2.64,1,15,429.14285714285717
A1,A86,A1,45,1,11.59,1,66,431.14285714285717
A0,A5,A0,130,4,0.73,2,340,421.85714285714283
A0,A29,A1,112,1,1.15,2,0,422.42857142857144
A0,A0,A1,61,1,0.02,1,0,248.71428571428572
A2,A10,A0,748,30,,18,364,
A0,A42,A0,190,7,1.66,1,0,411.85714285714283
A1,A100,A1,59,3,0.41,4,0,383.7142857142857
A0,A21,A1,57,1,0.22,2,0,259.42857142857144
A0,A38,A1,50,1,0.06,1,0,286.57142857142856
A0,A62,A0,175,2,2.09,3,342,430.0
A3,A91,A1,65,1,5.4,3,363,430.57142857142856
A1,A86,A0,100,4,1.34,1,203,427.57142857142856
A0,A29,A0,115,5,0.02,1,0,248.85714285714286
A0,A6,A1,75,3,0.12,1,365,353.14285714285717
A0,A5,A1,57,5,0.37,2,216,426.2857142857143
A2,A10,A0,199,30,,121,189,
A1,A86,A1,44,1,,2,0,
A1,A54,A1,75,3,0.2,1,83,411.0
A0,A21,A1,99,1,2.96,7,54,430.2857142857143
A2,A13,A0,130,30,0.26,34,303,418.0
A2,A32,A0,148,14,,1,0,
A1,A28,A0,99,2,2.56,1,5,430.85714285714283
A0,A101,A0,140,10,,2,49,
A2,A41,A1,119,1,0.11,1,0,286.85714285714283
A0,A6,A1,55,7,0.19,1,0,429.14285714285717
A0,A6,A0,170,2,0.69,2,0,252.0
A1,A20,A1,75,2,1.89,1,348,430.0
A2,A45,A0,345,7,1.92,1,21,428.57142857142856
A2,A10,A1,150,2,,2,0,
A0,A5,A1,42,5,,1,0,
A0,A0,A1,75,2,2.34,1,0,431.85714285714283
A2,A3,A1,78,7,0.71,1,0,333.57142857142856
A0,A51,A0,350,3,,3,0,
A0,A12,A1,49,2,1.53,2,84,422.57142857142856
A0,A0,A1,120,2,4.83,1,18,429.14285714285717
A0,A5,A0,151,3,0.54,5,308,401.14285714285717
A2,A44,A1,379,1,4.55,7,353,428.2857142857143
A2,A44,A1,100,1,14.62,9,295,431.42857142857144
A2,A17,A0,278,30,,87,350,
A1,A30,A1,150,2,,1,363,
A0,A6,A1,50,3,1.85,2,2,426.0
A2,A102,A0,160,1,5.47,1,29,429.57142857142856
A0,A5,A1,70,3,1.63,1,190,430.7142857142857
A0,A24,A1,60,1,1.0,7,177,427.42857142857144
A2,A3,A1,50,3,0.22,1,0,404.85714285714283
A2,A23,A0,125,30,,4,0,
A2,A45,A0,130,5,,1,0,
A2,A74,A0,110,7,0.4,1,0,396.85714285714283
A0,A5,A0,389,1,4.4,3,80,429.85714285714283
A0,A0,A1,106,14,,1,0,
A2,A8,A0,210,1,2.06,1,0,431.0
,A12,A0,155,2,0.57,1,0,353.14285714285717
A3,A103,A0,125,1,5.77,1,336,431.85714285714283
A2,A8,A1,140,4,0.42,1,0,350.14285714285717
A0,A21,A1,62,3,0.12,1,0,340.7142857142857
A2,A74,A1,85,1,3.91,12,344,425.2857142857143
A2,A85,A1,50,30,0.21,2,0,414.14285714285717
A0,A72,A1,200,1,0.05,1,0,235.42857142857142
A2,A13,A0,110,7,0.11,1,0,331.0
A2,A13,A0,300,2,0.41,2,3,295.57142857142856
A0,A6,A0,175,5,0.1,1,107,429.0
A0,A5,A1,50,1,5.17,4,0,424.14285714285717
A2,A45,A0,260,30,0.3,96,336,417.7142857142857
A0,A21,A0,199,3,0.61,28,60,428.0
A2,A17,A0,150,2,,1,2,
A0,A51,A1,69,2,3.0,1,2,430.85714285714283
A2,A84,A0,100,2,0.08,1,0,342.14285714285717
A0,A0,A0,250,7,0.14,1,0,404.85714285714283
A2,A41,A2,35,1,,1,0,
A1,A59,A0,75,3,0.78,1,1,405.42857142857144
A2,A23,A1,120,5,0.16,1,0,405.42857142857144
A2,A74,A0,277,29,,327,365,
A0,A5,A1,85,3,0.77,2,63,430.85714285714283
A2,A36,A1,80,7,0.8,2,121,425.42857142857144
A0,A5,A2,38,1,1.0,34,360,427.7142857142857
A0,A67,A0,90,3,2.75,1,248,429.42857142857144
A2,A19,A0,525,2,0.36,1,158,425.57142857142856
A2,A13,A1,125,4,0.99,1,326,425.7142857142857
A2,A74,A0,300,1,,1,0,
A0,A5,A1,60,3,1.43,1,20,430.7142857142857
A0,A21,A2,37,30,0.26,10,312,410.0
A0,A12,A1,35,2,1.4,1,0,417.14285714285717
A2,A36,A0,190,2,2.74,1,237,429.42857142857144
A2,A19,A1,145,1,,2,83,
A2,A41,A1,53,1,0.17,2,0,406.2857142857143
A2,A45,A0,182,2,3.85,1,64,431.14285714285717
A2,A8,A1,90,1,6.79,3,272,429.7142857142857
A0,A5,A1,89,1,0.3,3,365,393.85714285714283
A2,A36,A1,100,3,0.66,1,188,375.85714285714283
A2,A2,A1,75,2,1.44,3,183,431.0
A0,A104,A1,57,1,0.17,4,4,407.2857142857143
A0,A49,A1,65,2,0.53,4,354,424.14285714285717
A2,A17,A0,129,7,0.09,1,0,216.42857142857142
,A3,A0,150,14,0.05,1,0,341.7142857142857
A2,A45,A1,90,2,3.0,3,17,429.85714285714283
A1,A105,A1,92,1,,3,180,
A0,A5,A1,80,5,1.28,3,354,431.14285714285717
A0,A5,A1,45,15,,14,0,
A0,A72,A0,150,3,0.95,1,0,426.0
A2,A33,A0,250,4,0.31,1,11,430.85714285714283
A1,A106,A1,42,1,0.11,1,178,392.85714285714283
A2,A13,A0,110,1,0.46,1,0,369.7142857142857
A0,A0,A1,100,1,,4,0,
A2,A3,A1,97,2,0.26,1,365,401.85714285714283
A2,A3,A0,80,1,5.26,1,258,429.2857142857143
A2,A45,A0,293,30,,96,292,
A2,A35,A1,1250,1,,1,0,
A2,A74,A1,70,3,0.54,1,0,423.85714285714283
A2,A84,A1,106,2,1.12,3,117,425.7142857142857
A0,A40,A0,100,3,3.79,1,219,430.0
A0,A40,A0,150,2,,3,0,
A3,A107,A1,33,2,1.75,4,145,428.0
A2,A19,A0,220,30,,1,49,
A2,A8,A0,160,2,1.54,1,33,428.7142857142857
A0,A12,A0,125,3,4.36,1,165,431.57142857142856
A0,A0,A1,69,5,0.51,1,0,405.2857142857143
A0,A5,A1,75,2,0.86,1,84,428.57142857142856
A2,A13,A0,352,30,,232,202,
A0,A6,A0,105,3,1.05,2,9,429.14285714285717
A2,A10,A0,369,4,,3,4,
A0,A39,A2,30,30,0.15,4,365,366.14285714285717
A0,A108,A0,86,2,,1,0,
A2,A23,A0,199,3,,3,358,
A0,A5,A1,63,1,0.74,1,44,430.57142857142856
A0,A12,A1,65,1,4.17,3,185,430.14285714285717
A0,A0,A0,125,3,0.08,1,0,329.0
A1,A9,A1,120,3,,1,0,
A2,A8,A0,150,2,1.33,1,4,430.57142857142856
A2,A19,A0,215,29,,96,343,
A2,A36,A1,140,1,,1,180,
A0,A5,A1,30,4,0.27,1,0,418.14285714285717
A2,A32,A0,258,30,,232,235,
,A6,A1,79,30,1.0,3,365,430.2857142857143
A2,A23,A1,249,1,2.13,8,81,429.2857142857143
,A36,A0,124,1,5.06,1,86,430.2857142857143
A0,A26,A1,55,2,1.62,4,88,429.85714285714283
A0,A6,A1,80,3,,2,13,
A2,A74,A0,199,2,0.1,1,0,387.42857142857144
A0,A6,A1,50,1,1.78,2,302,430.57142857142856
A2,A8,A0,379,7,0.91,1,364,430.7142857142857
A2,A44,A1,100,1,,15,336,
A1,A109,A0,398,4,1.28,1,82,430.85714285714283
A2,A10,A0,210,30,,87,188,
A0,A67,A0,150,3,0.77,1,0,422.2857142857143
A1,A20,A0,110,1,1.0,1,74,428.7142857142857
A2,A32,A0,125,2,0.44,1,0,300.57142857142856
A2,A13,A0,299,4,2.62,1,282,429.42857142857144
A0,A5,A0,140,2,0.87,1,145,427.85714285714283
A2,A17,A0,180,6,0.2,1,0,404.85714285714283
A0,A26,A1,90,1,,1,0,
A2,A17,A0,275,1,0.26,1,0,387.57142857142856
A0,A6,A1,70,3,1.05,1,189,429.14285714285717
A0,A12,A0,100,3,0.21,1,0,335.2857142857143
A2,A10,A0,225,30,,12,343,
A0,A39,A0,100,2,4.38,1,30,431.85714285714283
A0,A51,A1,115,2,0.13,2,358,365.7142857142857
A0,A0,A0,180,14,0.36,1,312,424.0
A2,A45,A1,79,2,5.69,1,107,431.7142857142857
A1,A9,A1,75,1,4.65,3,68,430.14285714285717
A2,A10,A0,945,2,7.02,1,264,431.2857142857143
A0,A0,A1,73,6,0.07,2,310,424.0
A1,A28,A0,109,1,5.07,2,316,429.7142857142857
A0,A5,A0,68,1,,1,255,
A2,A50,A0,500,4,1.8,1,330,431.0
A2,A13,A1,125,1,0.28,1,311,116.71428571428571
A2,A10,A0,699,3,0.48,49,204,422.0
A2,A8,A0,249,3,0.06,1,0,238.28571428571428
A0,A12,A1,100,1,,1,0,
A2,A10,A0,219,30,,121,189,
A0,A5,A0,150,3,1.25,1,105,425.85714285714283
A0,A6,A1,70,2,4.73,2,121,430.0
A0,A0,A0,145,10,0.43,1,157,422.14285714285717
A1,A52,A0,149,2,3.89,1,362,429.7142857142857
A2,A10,A0,220,30,0.17,4,280,410.0
A2,A45,A0,100,2,0.05,1,0,276.85714285714283
A2,A50,A1,195,3,1.37,3,0,429.7142857142857
A0,A5,A0,160,5,,1,0,
A2,A74,A1,149,1,,20,359,
A1,A100,A1,59,3,0.27,1,95,307.85714285714283
A0,A0,A1,425,5,0.66,1,156,424.2857142857143
A2,A85,A0,125,2,1.77,1,19,429.85714285714283
A2,A13,A1,250,3,0.42,1,17,420.85714285714283
A0,A42,A0,190,2,0.77,4,12,408.85714285714283
A1,A76,A0,135,1,0.76,3,36,427.85714285714283
A1,A75,A0,150,2,2.01,4,153,430.85714285714283
A2,A3,A0,165,7,1.84,3,99,430.57142857142856
A2,A32,A0,200,30,,23,339,
A0,A22,A1,57,1,0.6,1,0,387.0
A2,A45,A0,169,3,1.48,1,126,402.7142857142857
A0,A5,A0,160,2,,1,171,
A0,A0,A1,59,2,3.63,1,268,429.42857142857144
A2,A41,A0,125,2,0.09,1,358,350.57142857142856
A0,A0,A0,135,2,4.11,1,7,430.0
A0,A5,A1,30,1,0.45,2,268,420.85714285714283
A0,A72,A0,160,1,0.21,1,0,259.14285714285717
A2,A32,A1,165,1,,1,0,
A2,A11,A0,350,5,0.05,1,0,347.85714285714283
A0,A5,A1,109,1,1.58,2,179,430.0
A0,A6,A1,70,5,,1,0,
A0,A62,A1,65,1,,1,0,
A0,A4,A0,110,2,0.89,1,0,421.57142857142856
A0,A81,A1,80,2,0.41,1,189,322.14285714285717
A2,A10,A2,99,1,7.5,3,15,431.2857142857143
A0,A5,A0,175,4,2.12,1,334,428.7142857142857
A2,A74,A0,179,3,0.09,2,0,320.7142857142857
A2,A45,A0,159,1,2.7,1,338,430.14285714285717
A2,A2,A1,25,3,1.46,1,139,426.57142857142856
,A29,A1,45,1,0.75,4,32,431.0
A2,A10,A0,99,30,0.24,14,227,420.85714285714283
,A5,A1,62,1,,1,0,
A1,A52,A0,300,4,0.11,1,0,383.85714285714283
A2,A10,A1,389,3,0.09,4,357,342.57142857142856
A1,A76,A1,70,1,1.11,2,180,426.85714285714283
A2,A3,A1,80,3,1.89,2,70,430.42857142857144
A2,A13,A0,140,4,,1,0,
A2,A45,A0,110,3,1.62,1,265,429.85714285714283
A0,A0,A1,75,2,0.13,2,7,368.85714285714283
A2,A45,A0,1497,1,2.36,1,363,430.85714285714283
A0,A21,A1,125,3,0.1,1,325,293.85714285714283
A2,A10,A0,135,3,0.13,1,0,390.42857142857144
A4,A65,A1,85,2,5.0,3,296,431.85714285714283
A2,A102,A0,190,31,0.07,11,61,367.42857142857144
A2,A41,A0,573,3,0.11,2,0,394.42857142857144
A2,A74,A1,118,2,5.44,1,47,431.0
A0,A0,A0,100,30,0.44,4,333,422.85714285714283
A2,A23,A0,224,6,0.03,1,0,270.0
A0,A5,A1,60,5,0.47,3,56,429.2857142857143
A2,A3,A1,35,3,0.17,1,0,385.0
A2,A13,A0,360,6,,1,0,
A0,A0,A0,290,4,1.25,1,117,429.85714285714283
A0,A51,A0,415,4,0.06,1,0,222.57142857142858
A2,A8,A0,145,29,0.04,1,35,287.85714285714283
A2,A17,A0,295,4,0.05,1,0,277.7142857142857
A2,A74,A1,98,1,1.25,1,0,401.85714285714283
A0,A6,A1,75,1,3.34,1,294,428.85714285714283
A0,A29,A1,75,3,0.29,2,0,368.57142857142856
A0,A51,A0,90,3,0.45,1,29,418.85714285714283
A0,A6,A1,50,3,0.06,1,0,281.0
A0,A67,A0,250,3,0.46,1,5,431.57142857142856
A1,A52,A0,125,2,0.64,1,0,341.7142857142857
A2,A45,A0,485,7,0.12,1,0,239.85714285714286
A2,A3,A1,61,1,1.83,1,233,430.85714285714283
A0,A42,A0,135,2,0.36,1,0,431.0
A2,A23,A0,369,1,0.22,3,365,419.2857142857143
A1,A20,A1,50,1,,1,0,
A0,A108,A0,200,2,2.42,2,161,428.7142857142857
A2,A50,A0,350,3,1.6,1,247,431.57142857142856
A0,A42,A0,125,3,,1,31,
A0,A4,A0,125,2,0.73,1,9,429.0
A0,A110,A1,58,2,0.25,2,0,415.0
A0,A51,A1,75,1,0.85,1,133,431.14285714285717
A2,A45,A0,350,4,,1,337,
A2,A2,A1,75,30,,1,90,
A0,A5,A0,165,3,3.16,7,226,431.57142857142856
A2,A3,A1,60,21,0.43,1,35,420.57142857142856
A0,A0,A1,59,3,,3,0,
A0,A0,A1,68,2,,1,0,
A2,A36,A1,85,1,0.53,1,0,387.0
A2,A10,A1,799,3,0.03,12,365,297.14285714285717
A2,A35,A0,250,4,0.3,1,43,429.85714285714283
A2,A10,A0,250,5,0.51,2,179,401.85714285714283
A0,A0,A0,130,7,0.08,1,9,375.85714285714283
A2,A3,A2,10,1,,1,0,
A2,A2,A0,64,15,0.03,1,0,279.7142857142857
A2,A32,A0,200,2,,1,0,
A0,A5,A1,45,10,0.96,1,61,429.85714285714283
A1,A20,A1,50,3,4.0,1,0,430.57142857142856
A0,A51,A0,78,18,0.2,1,0,227.0
A0,A42,A1,75,2,0.2,1,133,425.42857142857144
A2,A10,A0,145,6,0.4,1,0,391.0
A2,A13,A1,112,2,5.63,1,6,431.85714285714283
A2,A10,A0,235,30,,65,249,
A3,A83,A0,200,1,6.61,1,0,431.85714285714283
A0,A0,A1,50,1,,1,0,
A2,A111,A0,130,30,0.03,52,365,203.71428571428572
A2,A33,A0,250,31,,1,365,
A1,A77,A0,300,2,3.83,1,298,429.2857142857143
A2,A13,A0,85,4,0.55,1,0,420.85714285714283
A2,A23,A0,180,4,3.03,1,211,430.2857142857143
A0,A39,A0,100,2,1.57,1,56,428.85714285714283
A0,A12,A0,110,3,1.0,1,0,394.14285714285717
A2,A10,A0,209,2,1.14,1,0,413.85714285714283
A2,A17,A0,150,5,0.13,1,0,353.0
A0,A5,A1,60,1,2.66,3,332,430.42857142857144
A2,A85,A0,200,2,1.0,1,234,430.85714285714283
A0,A39,A1,50,1,,1,0,
A0,A51,A0,85,2,4.22,1,246,431.7142857142857
A2,A3,A0,102,2,0.77,1,0,405.14285714285717
A0,A42,A1,98,7,0.2,6,185,426.57142857142856
A2,A19,A0,265,30,0.35,1,322,405.2857142857143
A1,A28,A0,119,1,,1,179,
A0,A72,A0,135,3,0.95,1,15,422.85714285714283
A2,A45,A0,300,1,,1,0,
A2,A36,A1,65,14,,1,319,
A0,A0,A0,280,1,0.3,1,363,291.7142857142857
A2,A8,A1,109,3,0.09,1,0,239.85714285714286
A2,A8,A0,150,4,0.02,1,0,248.71428571428572
A1,A77,A1,42,30,,103,0,
A0,A12,A1,70,2,0.1,1,0,389.57142857142856
A2,A3,A0,75,28,,1,41,
A2,A3,A1,59,1,0.08,1,0,345.0
A1,A75,A0,50,1,4.0,2,119,431.42857142857144
A0,A6,A1,45,30,0.15,2,339,383.14285714285717
A2,A36,A1,66,2,2.23,2,5,429.2857142857143
A3,A112,A0,90,30,0.04,1,358,319.57142857142856
A0,A5,A1,37,10,0.05,1,0,342.57142857142856
A2,A2,A1,105,3,1.61,3,180,428.14285714285717
A2,A113,A0,255,7,,2,73,
A0,A0,A0,200,1,2.45,1,50,429.85714285714283
A2,A32,A0,140,1,,1,0,
A0,A12,A0,120,2,1.23,1,52,431.0
A2,A36,A1,100,1,2.56,1,0,426.14285714285717
A0,A81,A1,75,1,0.37,1,82,420.85714285714283
A0,A0,A1,100,1,,1,0,
A2,A10,A0,600,30,,65,110,
A0,A51,A1,55,2,0.12,2,213,332.85714285714283
A0,A0,A1,120,1,,1,0,
A0,A5,A1,45,30,,11,354,
A0,A6,A0,150,3,0.46,1,6,422.85714285714283
A2,A13,A1,95,1,2.23,1,0,373.42857142857144
A0,A39,A0,215,2,1.28,1,279,431.42857142857144
A0,A5,A0,345,2,2.17,1,321,429.7142857142857
A0,A5,A1,100,2,,1,31,
A0,A114,A1,30,2,0.03,1,0,279.57142857142856
A0,A39,A2,26,30,0.09,7,365,370.0
A2,A44,A1,100,1,,15,349,
A3,A115,A0,149,2,4.33,1,328,430.0
A1,A9,A0,90,5,0.14,1,0,372.85714285714283
A1,A106,A1,26,3,0.16,1,118,422.14285714285717
A2,A3,A1,90,2,0.36,1,0,398.85714285714283
A3,A64,A1,42,1,1.82,1,332,430.85714285714283
A1,A61,A0,96,1,4.44,1,157,430.0
A0,A0,A1,90,5,0.11,1,0,322.2857142857143
A0,A6,A1,50,2,0.11,1,0,353.0
A2,A3,A1,65,2,0.43,2,59,428.85714285714283
A0,A5,A1,80,1,0.42,1,189,304.14285714285717
A2,A23,A1,150,1,1.29,1,88,412.0
A1,A54,A1,39,2,0.81,2,0,426.7142857142857
,A13,A0,195,2,0.51,1,0,299.0
A1,A52,A1,700,1,0.47,1,125,423.0
A0,A21,A1,81,2,3.5,2,120,429.2857142857143
A0,A6,A0,95,1,0.25,1,0,360.85714285714283
A0,A67,A0,160,1,2.23,1,253,429.7142857142857
A0,A5,A1,50,1,5.65,4,0,426.2857142857143
A2,A13,A1,80,2,1.44,1,126,428.7142857142857
A0,A0,A1,48,2,0.03,1,0,302.85714285714283
A2,A13,A0,200,3,0.79,2,0,417.57142857142856
A2,A23,A0,269,1,1.67,2,55,430.14285714285717
A2,A11,A0,250,2,,1,2,
A0,A104,A1,75,1,2.54,2,247,430.85714285714283
A0,A12,A1,55,2,0.86,1,89,427.14285714285717
A0,A40,A1,350,365,,1,364,
A0,A6,A0,125,2,0.37,5,347,420.85714285714283
A0,A12,A1,50,14,0.8,1,313,429.7142857142857
A2,A45,A0,161,1,,1,22,
A0,A5,A1,37,7,0.7,2,71,411.42857142857144
A1,A116,A1,55,1,2.21,1,177,431.85714285714283
A1,A100,A0,278,2,0.62,6,0,380.42857142857144
A0,A5,A0,104,5,3.13,1,182,430.0
A0,A5,A1,55,1,2.82,2,225,431.42857142857144
A3,A117,A0,80,4,,1,0,
A1,A59,A1,175,30,0.31,1,283,417.0
A3,A71,A1,70,7,,1,0,
,A12,A0,295,3,3.0,1,356,431.14285714285717
A2,A2,A1,80,1,0.11,1,0,311.7142857142857
A0,A6,A1,80,2,2.24,1,346,428.85714285714283
,A85,A1,90,3,1.85,8,237,426.7142857142857
A0,A5,A1,50,1,4.72,4,189,426.42857142857144
A2,A13,A1,51,7,0.09,1,0,378.7142857142857
A0,A0,A1,90,2,1.18,2,174,428.0
A0,A0,A1,95,5,2.24,1,25,428.14285714285717
A0,A5,A1,63,5,0.28,1,342,425.85714285714283
A2,A13,A0,120,6,0.09,1,0,264.42857142857144
A3,A83,A0,130,5,,1,89,
A2,A3,A1,70,5,0.87,3,348,426.0
A0,A0,A1,70,1,0.07,1,0,368.57142857142856
A2,A3,A0,73,7,0.61,1,43,425.14285714285717
A0,A5,A0,350,2,1.53,1,319,429.85714285714283
A0,A118,A1,89,1,2.68,1,333,426.7142857142857
A0,A5,A0,160,2,1.58,1,304,428.85714285714283
A2,A13,A0,230,2,0.31,1,0,348.0
A1,A30,A2,25,2,1.77,6,330,430.42857142857144
A2,A3,A1,52,7,,1,0,
A0,A39,A1,45,3,2.61,3,320,429.7142857142857
A2,A3,A0,99,1,,1,0,
A0,A5,A0,150,2,0.09,1,0,404.7142857142857
A2,A10,A0,99,1,4.33,1,213,428.57142857142856
A1,A61,A0,85,3,2.11,2,50,430.0
,A7,A0,299,1,2.8,4,100,426.85714285714283
A2,A45,A0,149,30,2.01,1,0,427.14285714285717
A2,A10,A0,280,3,0.07,1,0,301.0
A0,A12,A1,29,2,3.07,5,145,430.0
A2,A8,A0,149,3,0.06,1,0,355.0
A0,A5,A0,100,7,0.11,1,0,394.85714285714283
A2,A13,A0,169,2,0.78,1,0,428.2857142857143
A2,A10,A0,299,2,0.15,1,0,295.85714285714283
A2,A23,A1,60,1,0.63,1,0,358.7142857142857
A0,A55,A0,400,3,0.29,1,6,431.0
A1,A66,A1,45,2,1.73,4,6,429.2857142857143
A0,A0,A0,199,2,3.73,1,61,429.85714285714283
A2,A74,A0,375,180,0.12,1,180,396.7142857142857
A0,A51,A1,65,1,2.09,2,164,429.7142857142857
A2,A3,A1,75,14,0.11,2,184,431.0
A0,A51,A1,55,3,0.36,1,0,395.42857142857144
A0,A6,A1,35,90,,1,326,
A0,A119,A0,120,3,1.65,1,295,428.85714285714283
A2,A23,A1,129,2,5.92,1,26,430.14285714285717
A2,A45,A0,125,30,0.26,91,347,402.57142857142856
A2,A84,A0,250,1,1.0,2,92,429.42857142857144
A0,A5,A1,50,4,1.0,3,23,428.85714285714283
A2,A35,A0,108,1,2.57,1,0,413.0
A1,A61,A1,55,4,2.28,4,112,431.85714285714283
A1,A20,A1,40,29,0.11,5,0,393.42857142857144
A0,A0,A0,200,2,2.67,1,2,430.85714285714283
A0,A0,A0,175,5,0.21,1,0,425.57142857142856
A2,A3,A0,85,1,,1,0,
A1,A75,A1,50,1,,4,70,
A0,A5,A0,175,27,,2,148,
A0,A0,A1,200,2,0.18,1,0,408.85714285714283
A2,A8,A0,295,2,1.33,1,0,384.42857142857144
A0,A5,A0,145,7,0.39,1,188,387.0
A0,A0,A1,55,4,1.41,3,58,424.57142857142856
A2,A84,A1,73,25,0.48,5,38,423.2857142857143
A2,A10,A1,181,3,0.12,1,0,397.0
A2,A8,A0,480,3,0.04,2,0,279.0
A2,A23,A0,380,3,0.04,2,0,318.2857142857143
A2,A85,A1,60,3,2.39,1,300,426.57142857142856
A2,A32,A0,125,2,2.63,1,34,429.0
,A77,A0,400,2,2.65,1,34,430.85714285714283
A2,A8,A1,72,5,5.26,2,13,430.85714285714283
A0,A0,A0,99,2,2.85,2,106,429.2857142857143
A2,A111,A0,950,3,,1,69,
A1,A52,A0,125,3,0.65,1,13,425.57142857142856
A0,A40,A0,175,1,,1,0,
A0,A38,A1,100,1,4.16,1,342,429.85714285714283
A0,A21,A2,35,30,,10,343,
A2,A3,A0,130,5,0.25,1,0,321.7142857142857
A1,A60,A0,250,3,2.12,3,347,429.0
A0,A0,A0,130,30,0.17,1,39,379.42857142857144
A0,A0,A1,79,4,,1,110,
A1,A52,A0,99,2,,1,94,
A1,A9,A0,135,2,2.11,1,345,431.7142857142857
A2,A23,A0,199,3,,2,365,
A0,A5,A1,50,5,3.58,1,12,429.85714285714283
A2,A23,A1,150,1,4.17,2,255,430.85714285714283
A0,A6,A1,49,1,2.03,2,0,424.85714285714283
A0,A4,A0,125,4,0.47,1,10,425.0
A1,A30,A1,52,1,1.27,1,57,384.14285714285717
A0,A0,A1,85,3,3.14,1,5,429.0
A0,A6,A1,50,7,1.0,1,18,430.7142857142857
A0,A51,A1,39,2,0.27,1,0,339.57142857142856
,A7,A0,125,30,0.68,2,46,425.85714285714283
A0,A6,A1,96,3,,1,0,
A0,A0,A0,180,2,1.17,1,0,405.14285714285717
A1,A52,A0,289,3,,1,253,
A0,A0,A0,289,3,0.26,1,0,381.42857142857144
A2,A17,A0,300,4,1.28,1,21,431.0
A2,A2,A0,80,4,0.05,1,0,401.42857142857144
A2,A2,A1,90,1,,1,0,
A0,A12,A0,300,4,,1,0,
A0,A42,A0,220,3,0.39,1,19,429.85714285714283
A0,A39,A0,200,3,0.2,1,0,405.14285714285717
A1,A54,A1,42,1,6.39,4,31,430.0
A0,A39,A1,35,28,1.09,1,55,428.7142857142857
A2,A16,A1,70,3,,1,62,
A2,A44,A0,1195,3,2.37,1,264,426.85714285714283
A0,A62,A0,290,6,0.1,1,0,335.0
A2,A45,A0,199,1,,1,0,
A0,A12,A1,100,2,0.11,1,156,400.0
A2,A3,A0,150,1,1.14,1,2,429.57142857142856
A0,A39,A1,59,1,3.0,1,343,431.7142857142857
A2,A2,A2,60,1,,1,0,
A2,A10,A0,699,1,0.39,2,333,421.14285714285717
A0,A5,A1,69,1,,2,0,
A0,A6,A0,120,5,0.27,1,2,339.7142857142857
A1,A86,A1,44,1,10.19,2,47,431.57142857142856
A2,A13,A0,225,3,,1,0,
A1,A120,A1,130,5,,1,177,
A0,A6,A1,40,3,1.9,1,0,424.85714285714283
A0,A21,A0,149,30,0.05,52,357,341.85714285714283
A1,A75,A0,399,2,2.3,7,324,431.57142857142856
A1,A76,A0,60,1,2.41,1,336,432.0
A2,A3,A0,180,1,3.79,1,85,431.57142857142856
A2,A8,A1,100,1,1.62,2,124,425.42857142857144
