x0,x1,x2,y,x3,x4,x5,x6,x7
A0,A6,A1,80,3,0.07,2,0,337.14285714285717
A1,A53,A1,50,2,0.08,5,346,353.85714285714283
A2,A2,A1,32,7,,1,0,
A2,A45,A1,85,3,0.09,1,0,333.2857142857143
A2,A3,A0,200,1,0.15,1,365,430.0
A0,A12,A0,2500,1,0.94,2,168,427.7142857142857
A1,A9,A0,94,6,2.96,2,48,430.57142857142856
A2,A41,A1,85,3,0.83,2,142,431.2857142857143
A2,A7,A1,98,2,0.77,3,0,429.85714285714283
A0,A6,A0,160,4,0.75,2,189,390.42857142857144
A2,A23,A0,225,2,0.04,1,0,324.14285714285717
A2,A3,A2,80,1,0.62,1,357,428.2857142857143
A2,A35,A0,299,6,,4,0,
A2,A13,A0,195,2,0.59,1,0,427.57142857142856
A2,A48,A0,2750,1,,1,0,
A0,A0,A0,320,1,4.16,1,312,430.7142857142857
A0,A6,A1,59,1,4.26,1,42,429.7142857142857
A2,A10,A0,160,2,,1,0,
A2,A36,A0,180,4,0.56,2,3,425.57142857142856
A0,A6,A1,60,1,,1,0,
A0,A6,A0,122,3,0.87,1,256,427.14285714285717
A0,A0,A1,45,14,0.1,1,0,390.42857142857144
A2,A45,A2,89,2,0.05,1,0,350.7142857142857
A2,A8,A0,73,30,1.25,1,3,431.0
A2,A85,A1,71,4,2.45,1,26,429.57142857142856
A3,A83,A0,58,5,0.04,1,0,336.14285714285717
A2,A3,A1,50,1,0.02,1,0,221.71428571428572
A3,A91,A1,41,1,,1,163,
A1,A30,A1,60,1,3.07,1,347,431.2857142857143
A3,A154,A1,60,1,6.38,2,333,431.14285714285717
A2,A23,A0,150,30,0.03,31,339,272.14285714285717
A0,A5,A1,32,1,,1,0,
A0,A0,A0,110,4,2.63,1,1,429.2857142857143
A0,A51,A1,56,7,0.44,1,0,417.2857142857143
A2,A35,A0,300,5,,1,0,
A0,A5,A1,54,5,0.4,1,21,401.85714285714283
A0,A5,A1,40,15,0.47,11,354,422.57142857142856
A2,A50,A0,250,90,0.23,1,0,413.42857142857144
A0,A29,A1,41,5,2.18,4,0,381.85714285714283
A0,A0,A1,55,3,0.08,1,0,378.2857142857143
A0,A12,A0,90,3,4.0,1,18,430.57142857142856
A2,A10,A0,187,3,0.86,3,6,421.0
A2,A74,A1,90,2,0.16,1,0,289.85714285714283
A2,A8,A0,500,5,0.22,1,0,404.57142857142856
A0,A147,A0,375,14,,1,0,
A0,A78,A1,61,2,1.84,2,1,429.85714285714283
A2,A3,A1,22,10,0.05,1,0,227.71428571428572
A0,A6,A0,120,2,,3,155,
A1,A52,A0,74,5,0.53,1,52,425.14285714285717
A2,A35,A1,100,1,,1,0,
A0,A5,A1,67,60,0.13,1,266,429.7142857142857
A2,A35,A0,150,2,0.79,3,0,368.85714285714283
A2,A10,A1,102,1,1.0,1,353,431.0
A0,A0,A0,115,4,,1,0,
A4,A65,A0,161,1,1.82,2,87,426.85714285714283
A0,A0,A0,160,1,0.19,1,0,301.0
A0,A110,A1,65,4,0.39,4,37,359.7142857142857
A2,A8,A0,400,4,0.51,4,161,427.0
A2,A17,A0,160,30,,1,0,
A1,A28,A0,85,1,1.69,4,145,431.7142857142857
A1,A73,A0,195,1,0.12,1,0,326.0
,A13,A0,85,4,1.44,1,9,428.85714285714283
A0,A5,A1,60,1,0.67,1,95,425.85714285714283
A2,A8,A2,42,2,3.02,1,1,430.85714285714283
A0,A0,A1,68,5,0.11,1,0,338.2857142857143
A0,A42,A1,100,3,,2,2,
A2,A10,A0,149,3,0.02,1,0,204.71428571428572
A0,A0,A0,750,3,,3,7,
A2,A13,A1,90,1,0.46,3,341,424.7142857142857
A0,A162,A1,35,3,1.78,2,0,427.85714285714283
A2,A23,A0,250,1,,1,0,
A2,A8,A0,110,30,,1,0,
A2,A2,A1,50,4,0.2,1,0,352.57142857142856
A0,A21,A1,120,5,,2,88,
A2,A84,A0,160,4,1.96,1,0,405.2857142857143
A0,A55,A1,62,5,0.19,1,0,396.42857142857144
,A10,A0,200,5,5.63,1,127,431.85714285714283
A0,A5,A0,170,3,0.5,1,66,429.85714285714283
A2,A45,A0,200,30,0.21,91,311,422.14285714285717
A2,A23,A0,300,2,1.14,2,2,427.0
A1,A9,A1,180,1,,3,76,
A0,A0,A0,140,2,1.52,2,216,428.42857142857144
A2,A19,A0,169,30,0.05,121,364,274.14285714285717
,A5,A0,180,1,,1,0,
A2,A23,A0,450,1,,1,0,
A2,A14,A0,195,7,,1,0,
A0,A0,A0,200,30,0.35,1,101,428.0
A0,A49,A1,34,20,0.59,3,192,417.7142857142857
A0,A5,A1,50,2,0.11,2,0,287.7142857142857
A2,A32,A0,195,30,0.05,50,365,349.85714285714283
A1,A98,A1,38,2,2.06,4,6,421.7142857142857
A0,A0,A0,250,1,,1,0,
A0,A6,A1,45,1,0.45,1,0,364.14285714285717
A1,A28,A1,49,1,3.47,1,341,429.85714285714283
A2,A48,A0,650,1,,9,298,
A0,A51,A0,125,3,0.11,1,0,275.57142857142856
A0,A31,A0,156,31,0.39,1,0,401.85714285714283
A0,A0,A1,94,2,2.22,1,188,412.7142857142857
A1,A66,A2,65,3,0.71,1,161,430.85714285714283
A2,A23,A0,150,30,0.27,39,340,418.42857142857144
A0,A0,A1,150,21,,1,0,
A0,A72,A0,175,10,0.17,1,0,386.57142857142856
A2,A3,A0,115,3,2.6,2,255,431.57142857142856
A0,A38,A0,169,2,3.46,1,251,428.85714285714283
,A96,A0,100,2,0.79,1,0,422.0
A0,A0,A1,80,2,0.22,1,0,376.85714285714283
A0,A0,A1,53,3,0.18,1,0,335.57142857142856
A2,A45,A0,150,3,0.54,2,89,422.42857142857144
A0,A6,A0,65,2,0.05,1,0,353.0
A2,A3,A0,165,3,2.3,1,192,427.0
A2,A23,A0,148,4,2.7,2,145,429.85714285714283
A2,A36,A1,75,2,0.89,1,0,422.85714285714283
A2,A45,A0,125,5,0.05,1,0,347.7142857142857
A2,A80,A0,312,30,,232,38,
,A48,A0,240,1,4.09,1,83,431.14285714285717
A0,A12,A1,120,30,0.23,8,340,405.14285714285717
A2,A10,A0,275,7,0.08,1,191,288.85714285714283
A2,A32,A0,150,30,0.09,50,365,352.7142857142857
A0,A12,A1,59,1,0.29,1,0,404.14285714285717
A0,A0,A0,120,2,,1,0,
A2,A10,A1,160,3,0.62,1,0,402.0
A2,A3,A0,250,3,0.27,1,0,400.85714285714283
A1,A73,A1,50,1,2.13,1,125,430.85714285714283
A0,A12,A1,70,3,0.85,1,41,428.7142857142857
A2,A8,A0,300,2,0.02,1,0,234.0
A1,A73,A0,170,3,3.32,1,238,429.0
A1,A92,A0,95,3,4.51,1,329,431.85714285714283
A2,A44,A0,215,29,,327,342,
A1,A61,A0,93,2,4.24,1,89,430.2857142857143
A0,A108,A0,595,1,4.0,1,57,431.85714285714283
A2,A8,A0,185,2,0.06,1,0,286.85714285714283
A2,A35,A0,200,4,0.14,1,259,320.7142857142857
A2,A80,A0,291,30,,232,295,
A1,A28,A1,75,1,,1,365,
A0,A67,A0,350,2,,1,0,
A0,A21,A0,177,2,2.28,1,214,431.0
A2,A8,A0,315,5,2.0,1,160,431.0
A0,A119,A0,62,23,,1,0,
A2,A23,A0,250,1,3.49,1,311,431.57142857142856
A2,A33,A1,80,1,,1,0,
A2,A13,A0,120,30,0.75,1,311,426.57142857142856
A1,A34,A0,120,3,0.67,3,289,427.14285714285717
A2,A10,A0,150,3,0.23,1,0,330.0
A2,A10,A0,150,1,3.52,1,58,430.14285714285717
A0,A40,A0,450,7,0.64,2,360,427.7142857142857
A0,A6,A2,30,30,0.11,8,325,365.7142857142857
A2,A3,A1,50,4,0.14,3,0,344.0
A1,A73,A1,100,29,0.57,1,305,401.7142857142857
A2,A102,A1,95,3,,1,0,
A2,A8,A0,200,2,4.9,1,0,428.2857142857143
A1,A53,A1,40,2,0.55,5,311,426.57142857142856
A2,A17,A1,115,1,0.12,2,0,334.0
A2,A10,A0,190,3,1.0,1,165,431.0
A1,A52,A1,50,3,0.16,1,0,378.57142857142856
A2,A36,A1,50,3,0.41,4,0,374.85714285714283
A2,A17,A0,200,4,0.29,1,35,430.57142857142856
A0,A0,A1,115,1,,1,0,
A0,A5,A1,50,1,1.21,1,0,373.42857142857144
A1,A52,A0,69,4,,1,0,
A1,A75,A1,83,2,0.26,3,26,420.0
A2,A2,A1,49,2,,1,0,
,A6,A1,63,12,1.0,7,130,424.57142857142856
A4,A65,A1,135,2,6.13,2,293,430.0
A2,A84,A0,140,2,1.32,1,0,405.42857142857144
A1,A20,A0,200,5,1.18,1,155,429.85714285714283
A0,A26,A0,130,7,0.02,1,0,228.57142857142858
A0,A0,A0,325,2,3.6,1,0,431.85714285714283
A2,A8,A0,169,4,2.4,1,276,427.42857142857144
A3,A135,A1,300,1,,1,0,
A2,A32,A0,300,30,,23,319,
A0,A101,A1,63,2,0.51,1,48,424.14285714285717
A2,A23,A0,145,1,,1,10,
A2,A2,A1,48,14,0.62,1,287,424.57142857142856
A0,A118,A0,125,3,,1,42,
A2,A3,A0,250,5,2.03,1,216,431.2857142857143
A2,A2,A1,55,6,0.47,1,3,427.2857142857143
A0,A42,A0,170,2,2.9,2,236,426.2857142857143
A0,A38,A0,140,2,0.4,1,1,431.85714285714283
A1,A86,A1,33,1,6.46,4,208,428.85714285714283
A2,A44,A1,100,1,58.5,9,299,431.85714285714283
A2,A10,A0,189,4,2.11,1,323,431.57142857142856
A0,A12,A0,88,2,3.53,2,31,430.85714285714283
A2,A50,A1,230,1,0.67,3,53,426.7142857142857
A2,A45,A0,125,1,0.13,1,0,288.0
A2,A10,A0,269,3,0.35,12,0,405.2857142857143
A2,A45,A0,149,1,0.02,1,0,246.71428571428572
A0,A5,A0,165,4,2.66,1,74,429.7142857142857
A2,A23,A1,140,3,1.25,3,85,428.85714285714283
A1,A73,A1,178,1,,1,0,
A2,A8,A0,55,1,,1,0,
A2,A45,A1,95,2,1.9,1,0,405.14285714285717
A0,A29,A1,2000,2,,2,365,
A2,A7,A1,40,10,,1,0,
A0,A51,A0,75,3,0.84,1,0,405.42857142857144
A0,A62,A0,99,59,0.49,1,58,426.7142857142857
A3,A91,A0,75,30,0.69,2,188,426.57142857142856
A2,A13,A2,62,1,0.45,1,0,384.0
A1,A98,A0,97,2,6.08,1,290,429.85714285714283
A2,A3,A0,120,4,0.26,1,0,404.2857142857143
,A45,A0,300,1,,1,0,
A1,A9,A1,45,7,1.29,1,18,431.0
A0,A6,A1,65,1,1.0,1,88,431.0
A1,A9,A1,23,1,,1,0,
A1,A52,A1,61,4,1.29,2,335,429.7142857142857
A3,A15,A1,60,2,1.8,2,169,431.0
A0,A0,A0,260,2,0.08,1,0,378.42857142857144
A0,A4,A0,200,7,0.03,1,0,221.28571428571428
A0,A6,A1,35,1,0.03,1,0,275.14285714285717
A2,A7,A0,215,14,0.02,1,0,228.28571428571428
A2,A74,A1,85,1,3.62,12,352,428.85714285714283
A0,A29,A0,92,2,0.67,1,0,426.0
A2,A8,A0,210,3,0.19,1,0,376.42857142857144
A0,A46,A0,165,4,1.17,1,21,430.7142857142857
A0,A108,A0,119,1,3.6,1,276,431.2857142857143
A0,A12,A1,45,13,0.15,4,354,383.14285714285717
A0,A21,A0,184,2,,2,0,
A2,A10,A0,325,1,,3,267,
A3,A71,A0,247,2,3.17,3,322,430.85714285714283
A0,A6,A2,50,1,,1,0,
A2,A23,A1,140,6,0.13,1,0,398.0
A2,A85,A0,150,1,,1,16,
A2,A2,A0,50,3,0.09,1,0,341.14285714285717
A0,A6,A1,73,1,0.02,1,0,196.71428571428572
A0,A40,A0,550,4,2.12,1,258,431.0
A2,A74,A1,140,14,0.02,1,0,248.57142857142858
A0,A147,A1,46,3,0.26,1,0,370.2857142857143
A1,A86,A1,45,3,5.42,2,80,431.2857142857143
A2,A74,A0,164,30,,33,307,
A2,A41,A1,105,2,3.01,1,294,429.85714285714283
A0,A5,A1,60,2,0.05,1,0,276.0
A1,A20,A0,150,5,,1,359,
A0,A0,A0,250,3,0.31,1,10,426.0
A2,A8,A0,180,1,0.02,1,0,234.85714285714286
A0,A0,A0,155,4,1.0,1,0,430.7142857142857
A1,A145,A1,45,2,1.99,5,333,425.85714285714283
A0,A26,A1,43,1,6.62,2,43,431.42857142857144
A0,A81,A0,130,30,0.43,1,297,425.0
A0,A5,A0,130,30,0.43,1,189,405.57142857142856
A0,A0,A0,80,2,0.15,1,0,341.85714285714283
A0,A22,A0,195,2,2.02,1,260,431.2857142857143
A2,A8,A0,200,5,,1,0,
A3,A79,A1,45,5,2.1,1,123,430.14285714285717
A2,A44,A1,949,2,0.36,1,8,405.14285714285717
A2,A13,A1,89,3,4.67,2,38,430.42857142857144
A2,A7,A1,90,2,0.67,1,60,425.0
A2,A23,A0,195,30,,23,364,
A0,A0,A1,70,2,1.7,3,62,429.42857142857144
A1,A73,A0,69,2,,2,5,
A2,A36,A0,195,30,0.3,1,282,419.57142857142856
A1,A1,A0,93,3,,3,15,
A2,A10,A0,325,1,,1,0,
A2,A10,A1,100,1,,6,299,
A0,A0,A1,50,2,,1,0,
A2,A3,A1,56,1,0.42,1,0,334.2857142857143
A1,A86,A1,65,1,7.53,4,312,429.0
A1,A86,A1,49,1,5.62,4,1,430.0
A2,A45,A1,120,1,1.0,2,358,431.7142857142857
A0,A5,A0,175,2,0.81,1,0,405.14285714285717
A1,A73,A1,90,2,0.05,1,0,353.14285714285717
A2,A45,A0,200,1,0.08,1,0,252.85714285714286
A2,A32,A0,175,30,0.06,50,342,355.2857142857143
A2,A10,A0,235,2,4.19,1,135,431.0
A0,A6,A1,79,30,,14,365,
A3,A129,A1,80,3,0.03,1,365,237.14285714285714
A2,A13,A0,250,1,0.07,1,0,248.0
A2,A3,A0,130,3,1.87,1,16,430.2857142857143
A0,A5,A0,190,2,0.04,1,0,326.0
A1,A105,A1,42,3,3.09,3,352,431.7142857142857
A1,A20,A1,80,1,0.93,1,346,429.85714285714283
A2,A10,A0,299,4,,8,0,
A2,A8,A0,275,3,0.7,1,123,428.2857142857143
A1,A52,A1,65,5,0.28,1,68,296.0
A0,A67,A0,195,3,0.16,1,0,386.14285714285717
A0,A51,A1,148,1,0.22,2,90,405.57142857142856
A2,A23,A0,189,29,0.94,327,325,427.7142857142857
A2,A36,A1,59,2,2.75,1,308,431.14285714285717
A1,A9,A1,50,7,0.05,1,0,346.85714285714283
A1,A52,A1,51,2,2.97,3,167,430.42857142857144
A2,A3,A0,85,4,1.13,1,6,431.7142857142857
A0,A38,A0,107,1,,1,49,
A0,A49,A0,69,4,3.25,2,48,429.85714285714283
A2,A13,A1,99,1,0.61,1,0,387.57142857142856
A2,A19,A0,215,2,0.77,327,317,428.42857142857144
A2,A10,A0,279,5,0.1,1,0,329.0
A2,A84,A1,150,5,0.91,2,0,418.7142857142857
A3,A64,A1,73,2,1.83,2,39,429.14285714285717
A2,A19,A1,78,1,0.02,1,0,203.57142857142858
A1,A105,A0,60,1,4.95,1,297,431.85714285714283
A3,A57,A1,55,2,,3,35,
A0,A6,A1,40,1,3.46,1,20,429.57142857142856
A0,A0,A2,150,1,,1,0,
A4,A65,A1,50,1,4.0,2,84,431.85714285714283
A1,A28,A1,50,7,,1,89,
A1,A61,A1,70,5,0.19,1,189,368.57142857142856
A0,A39,A0,88,2,5.92,1,7,430.2857142857143
A0,A101,A0,125,5,0.27,1,0,425.85714285714283
A0,A5,A1,99,1,0.08,3,189,236.28571428571428
A2,A3,A0,202,3,,1,205,
,A0,A0,300,2,2.27,2,279,428.85714285714283
A0,A0,A1,65,8,0.05,2,0,353.0
A0,A0,A1,60,1,,1,0,
A0,A42,A0,155,30,0.75,1,249,425.85714285714283
A2,A13,A0,135,30,0.21,16,200,423.7142857142857
A0,A95,A0,279,4,1.0,1,23,430.0
A2,A3,A1,55,7,,1,35,
A1,A9,A1,70,1,,1,127,
A0,A0,A0,84,45,0.61,1,244,427.14285714285717
A2,A2,A1,85,3,,1,0,
A1,A34,A0,120,3,1.59,3,281,431.42857142857144
A0,A38,A0,250,2,0.39,2,12,420.42857142857144
A0,A0,A1,140,3,0.11,1,0,392.14285714285717
A1,A37,A0,126,7,,1,58,
A2,A23,A1,99,3,2.36,1,133,426.57142857142856
A0,A51,A0,120,5,0.05,1,0,345.57142857142856
A2,A3,A0,113,2,0.84,1,35,425.2857142857143
A2,A8,A1,125,2,0.51,1,0,300.85714285714283
A0,A0,A0,110,6,0.98,1,25,429.57142857142856
A2,A8,A0,200,2,0.47,1,0,341.14285714285717
A1,A120,A1,48,1,3.18,3,244,429.57142857142856
A2,A2,A0,125,2,,1,2,
A0,A40,A0,105,6,,3,0,
A0,A0,A1,69,3,0.03,3,284,110.0
A2,A13,A0,190,30,1.36,25,322,428.7142857142857
A2,A3,A1,59,25,,1,1,
A2,A8,A1,140,4,,2,8,
A2,A17,A0,250,2,0.63,1,0,426.0
A2,A17,A1,140,3,1.29,2,5,429.42857142857144
A2,A48,A0,163,2,0.27,1,0,405.14285714285717
A2,A8,A0,295,1,1.0,1,11,430.85714285714283
A0,A6,A1,45,3,0.16,2,8,430.0
A2,A13,A0,583,30,,6,343,
A2,A7,A0,249,3,,1,91,
A0,A21,A1,65,30,0.19,10,341,418.14285714285717
A2,A35,A1,150,6,,1,0,
A2,A7,A1,100,3,4.01,1,48,431.0
A2,A36,A1,50,13,2.63,1,26,428.57142857142856
A2,A45,A1,84,3,2.38,1,294,429.57142857142856
A0,A0,A1,125,3,0.02,1,0,239.14285714285714
A1,A20,A1,60,28,,1,330,
A3,A15,A1,40,2,3.08,2,132,430.7142857142857
,A23,A0,185,30,0.13,91,0,387.57142857142856
,A7,A0,99,30,0.17,9,197,423.57142857142856
A0,A0,A0,200,10,0.09,1,174,370.0
A0,A114,A0,90,30,0.05,1,286,330.85714285714283
A0,A21,A1,52,5,0.18,3,342,429.42857142857144
A2,A23,A0,300,1,,3,362,
A0,A101,A0,200,2,3.78,2,244,430.0
A2,A36,A1,85,2,2.54,1,1,430.57142857142856
A1,A106,A1,60,1,,3,90,
A1,A52,A0,180,3,1.35,1,254,428.14285714285717
A1,A122,A1,45,7,1.2,2,360,431.0
A0,A0,A0,120,5,0.02,1,0,196.28571428571428
A2,A8,A0,271,30,,232,334,
A2,A3,A1,125,3,0.52,1,0,429.85714285714283
A2,A74,A0,150,19,,1,0,
,A6,A1,35,2,0.08,1,0,326.2857142857143
A2,A8,A1,99,6,0.43,1,11,425.0
A1,A9,A0,120,3,0.12,1,0,353.2857142857143
A2,A45,A0,250,2,0.21,2,358,421.57142857142856
A1,A61,A0,100,2,0.38,1,124,419.0
A0,A5,A1,99,2,0.54,2,307,427.0
A0,A5,A1,55,2,1.19,34,330,422.42857142857144
A0,A114,A1,40,30,0.87,11,99,406.14285714285717
A2,A33,A0,226,2,0.58,1,0,351.0
A2,A84,A0,500,4,0.18,3,341,402.2857142857143
A0,A12,A0,99,1,,1,0,
A2,A10,A0,299,2,,4,0,
A0,A5,A1,65,3,0.67,2,109,427.0
,A10,A0,239,30,,121,348,
A0,A0,A0,320,2,2.99,1,330,431.42857142857144
A2,A3,A1,75,1,,1,0,
A4,A164,A1,37,2,1.11,3,306,387.7142857142857
A1,A73,A1,60,1,1.0,1,326,430.85714285714283
A0,A12,A1,60,2,2.04,1,328,428.57142857142856
A2,A50,A0,190,1,5.18,1,187,431.0
A1,A9,A1,35,3,0.05,1,0,347.0
A2,A13,A1,60,1,,1,7,
A0,A0,A0,200,3,,1,179,
,A45,A0,375,2,,1,83,
A0,A118,A0,90,2,3.3,1,302,431.85714285714283
A2,A2,A1,65,1,,1,310,
A0,A6,A0,95,2,3.08,1,34,430.85714285714283
A2,A33,A1,59,5,1.74,2,10,428.7142857142857
A2,A8,A0,179,5,1.18,1,0,295.14285714285717
,A78,A1,50,2,,1,0,
A2,A45,A0,100,3,0.29,1,0,288.14285714285717
A2,A45,A1,85,1,0.06,2,0,281.7142857142857
A2,A19,A0,270,2,3.21,1,11,426.85714285714283
,A3,A1,85,2,3.77,2,0,430.42857142857144
A0,A22,A1,65,2,1.8,2,0,424.85714285714283
A0,A0,A0,40,1,2.24,1,7,429.7142857142857
A0,A0,A0,140,28,0.42,1,234,422.14285714285717
A1,A52,A0,245,6,0.02,1,164,230.71428571428572
A0,A0,A1,70,2,0.45,1,0,421.85714285714283
A1,A60,A0,70,3,1.31,1,323,429.42857142857144
A2,A45,A0,249,2,0.27,1,363,423.14285714285717
A0,A40,A0,350,7,,1,0,
A3,A47,A1,95,1,1.65,2,359,429.0
A0,A62,A0,155,4,2.89,2,0,425.85714285714283
A0,A21,A0,228,1,,1,0,
A1,A75,A0,190,1,10.0,1,132,431.42857142857144
A2,A3,A0,120,3,2.39,1,4,429.7142857142857
A0,A5,A1,90,3,0.67,1,0,216.71428571428572
A1,A77,A1,32,29,0.3,37,31,417.85714285714283
A2,A16,A1,300,1,3.93,3,166,429.14285714285717
A0,A5,A0,90,1,0.04,1,0,286.2857142857143
A0,A5,A1,50,2,1.15,5,125,425.7142857142857
A0,A6,A0,70,4,0.33,1,0,337.85714285714283
,A5,A0,50,3,1.69,2,26,431.2857142857143
A0,A21,A0,150,1,,1,0,
A2,A3,A0,295,3,2.33,1,247,430.2857142857143
A0,A43,A1,47,28,,1,31,
A0,A108,A0,75,60,0.09,1,358,386.0
A2,A74,A0,400,1,,1,0,
A1,A73,A1,74,4,1.38,1,8,424.2857142857143
A0,A0,A0,300,4,0.32,1,161,420.7142857142857
A1,A75,A0,66,1,2.71,2,180,431.42857142857144
A2,A10,A0,112,4,0.03,1,0,265.42857142857144
A0,A29,A0,100,5,1.2,1,106,429.2857142857143
A0,A12,A1,60,20,,1,38,
A1,A98,A0,80,2,3.27,1,189,410.85714285714283
A2,A2,A1,80,1,3.59,1,311,431.85714285714283
A1,A66,A0,59,1,5.92,1,147,430.0
A2,A13,A1,70,1,1.02,1,0,427.2857142857143
A0,A40,A0,213,5,0.05,1,0,351.42857142857144
A0,A5,A1,31,6,0.58,3,55,431.2857142857143
A2,A10,A0,299,30,2.0,1,248,430.2857142857143
A0,A39,A1,99,1,,6,365,
A1,A52,A1,45,1,5.2,2,132,431.85714285714283
A0,A12,A0,120,2,2.44,1,227,429.7142857142857
A2,A36,A0,99,3,0.1,1,0,272.2857142857143
A0,A49,A1,117,3,0.43,13,85,415.85714285714283
A2,A32,A0,345,30,1.13,1,154,422.7142857142857
A1,A20,A1,74,30,0.16,1,76,386.57142857142856
A1,A73,A1,46,1,,1,6,
A0,A6,A0,154,3,1.41,3,341,429.14285714285717
A0,A0,A0,150,2,3.29,1,149,428.7142857142857
A1,A30,A2,25,2,1.0,8,346,428.7142857142857
A0,A40,A0,125,2,3.43,1,243,431.0
A2,A36,A0,155,1,0.05,1,0,275.14285714285717
A2,A7,A0,150,1,1.0,4,188,430.14285714285717
A0,A12,A0,100,7,0.13,1,0,345.57142857142856
A2,A8,A0,199,1,1.91,2,318,431.7142857142857
A2,A8,A0,200,3,,1,0,
A0,A5,A0,99,1,2.23,1,87,430.85714285714283
A2,A23,A0,175,2,3.43,1,0,430.2857142857143
A0,A6,A1,75,2,4.58,1,37,431.0
A0,A6,A1,59,1,3.46,3,320,423.85714285714283
A0,A21,A0,270,3,0.22,1,0,316.85714285714283
A0,A0,A0,95,4,1.27,1,46,431.85714285714283
A1,A34,A1,56,30,,103,242,
A2,A45,A0,185,30,,13,161,
A0,A6,A1,89,6,1.0,1,27,428.57142857142856
A2,A19,A1,225,1,2.18,6,290,431.57142857142856
A1,A75,A0,125,2,,2,71,
A0,A12,A1,55,1,2.77,2,30,431.2857142857143
A2,A36,A0,166,2,0.65,1,0,420.42857142857144
A2,A45,A0,175,3,0.03,1,0,301.14285714285717
A0,A21,A0,115,30,,1,3,
A2,A8,A0,111,4,0.8,1,37,423.42857142857144
A2,A2,A0,75,20,0.04,1,100,424.85714285714283
A0,A0,A1,80,2,0.9,2,34,396.14285714285717
A2,A13,A1,175,2,0.1,1,0,279.57142857142856
A0,A0,A1,60,2,0.25,1,0,343.85714285714283
A2,A3,A1,80,1,7.83,2,8,430.85714285714283
A2,A8,A1,75,26,0.7,3,98,425.0
A2,A19,A0,114,1,0.79,1,11,431.14285714285717
A0,A26,A0,115,2,1.11,2,126,429.57142857142856
A2,A3,A1,180,1,0.47,1,0,430.14285714285717
A0,A21,A0,125,2,1.09,1,22,428.85714285714283
A0,A0,A1,64,1,0.63,1,0,424.0
A0,A6,A1,35,5,0.27,1,0,405.85714285714283
A2,A8,A1,99,1,0.08,1,0,238.71428571428572
A2,A10,A0,160,4,0.59,1,0,429.14285714285717
A2,A8,A0,160,3,1.08,1,136,406.85714285714283
A1,A122,A1,69,3,1.8,9,332,427.7142857142857
A0,A42,A0,160,4,0.54,1,15,412.14285714285717
A2,A3,A0,199,2,,1,71,
A0,A40,A0,200,2,0.05,1,0,282.85714285714283
A0,A21,A0,450,3,1.06,1,43,428.42857142857144
A3,A131,A1,75,2,,1,361,
A2,A3,A1,100,1,,1,341,
A0,A6,A1,60,1,3.24,3,120,429.42857142857144
A2,A33,A0,850,1,3.0,1,341,430.0
A0,A12,A1,85,2,0.24,1,0,397.14285714285717
A1,A61,A0,86,1,1.0,1,125,428.85714285714283
A2,A10,A0,129,1,4.39,1,193,428.2857142857143
A0,A24,A1,52,2,2.09,1,90,425.0
A0,A29,A0,400,2,0.4,1,0,421.7142857142857
A2,A8,A1,85,3,0.11,1,0,296.0
A2,A17,A0,194,3,2.58,1,0,354.42857142857144
A0,A0,A1,75,3,0.16,1,0,281.14285714285717
A1,A34,A0,125,3,2.05,1,42,428.42857142857144
A2,A36,A0,250,2,1.54,1,0,418.85714285714283
A2,A10,A0,500,5,3.24,1,114,430.85714285714283
A0,A5,A1,30,1,0.02,1,0,256.7142857142857
A2,A44,A0,312,30,,232,341,
A2,A45,A1,250,1,0.02,1,0,245.85714285714286
A0,A5,A1,80,2,,1,365,
A2,A23,A1,129,5,5.95,2,110,429.85714285714283
A0,A12,A0,275,2,2.0,1,356,430.85714285714283
A2,A41,A1,100,3,0.19,2,0,392.14285714285717
A2,A36,A1,113,2,5.13,1,1,431.57142857142856
A2,A10,A1,148,1,0.84,1,16,431.42857142857144
A2,A113,A1,70,1,0.19,2,0,282.14285714285717
A0,A6,A1,65,7,,3,329,
A2,A3,A1,90,3,1.29,1,0,369.0
A2,A41,A1,60,2,0.59,1,0,332.85714285714283
A0,A5,A1,65,7,,1,0,
A0,A12,A0,140,2,0.28,1,93,384.85714285714283
A0,A6,A1,50,30,,17,327,
A0,A6,A1,70,30,0.18,1,0,416.57142857142856
A1,A73,A1,75,5,0.61,1,112,427.85714285714283
A0,A5,A1,56,1,1.58,3,0,429.0
A2,A48,A0,175,2,0.81,1,0,338.57142857142856
A2,A10,A0,142,30,0.19,91,357,426.57142857142856
A1,A9,A2,26,31,0.22,4,365,370.57142857142856
A2,A2,A1,50,2,,1,0,
A0,A5,A2,32,31,0.28,10,341,415.7142857142857
A2,A17,A0,170,2,1.37,1,19,429.7142857142857
A2,A17,A0,230,8,0.5,1,0,369.85714285714283
A2,A45,A0,160,5,1.22,1,92,430.85714285714283
A0,A6,A1,70,1,4.67,3,17,425.85714285714283
A3,A154,A1,55,1,3.31,4,76,429.85714285714283
A1,A52,A0,80,1,0.05,1,0,248.71428571428572
A3,A82,A1,40,30,0.19,2,148,374.57142857142856
A0,A0,A1,90,1,5.59,2,58,431.85714285714283
A0,A39,A0,70,2,1.94,1,40,431.14285714285717
A1,A59,A0,140,1,4.14,1,145,427.2857142857143
A0,A6,A1,90,1,0.25,1,29,419.42857142857144
A2,A48,A0,187,3,0.53,1,0,417.0
A0,A12,A1,25,7,,1,0,
